,C,G,T,A,D,N,K,Y,R,M,S,W,H,V,B
>NC_018834.1,0.197781885,0.343431232,0.29711782,0.161669063,0,0,0,0,0,0,0,0,0,0,0
>NC_018835.1,0.21623541,0.204253176,0.290737011,0.288774403,0,0,0,0,0,0,0,0,0,0,0
>NC_018836.1,0.342931052,0.335409412,0.157098796,0.16456074,0,0,0,0,0,0,0,0,0,0,0
>NC_018838.1,0.200067785,0.338247755,0.29767836,0.164006101,0,0,0,0,0,0,0,0,0,0,0
>NC_018839.1,0.198829426,0.341989303,0.296680009,0.162501261,0,0,0,0,0,0,0,0,0,0,0
>NC_018840.1,0.19924355,0.341449412,0.296737809,0.162569229,0,0,0,0,0,0,0,0,0,0,0
>NC_018841.1,0.198079394,0.343274498,0.296882397,0.161763711,0,0,0,0,0,0,0,0,0,0,0
>NC_018842.1,0.199468448,0.344180183,0.295693063,0.160658307,0,0,0,0,0,0,0,0,0,0,0
>NC_018843.1,0.246149527,0.264900919,0.229537556,0.259411998,0,0,0,0,0,0,0,0,0,0,0
>NC_018845.1,0.198801539,0.341016649,0.296755303,0.163426509,0,0,0,0,0,0,0,0,0,0,0
>NC_018846.1,0.228478996,0.273820081,0.245607121,0.252093802,0,0,0,0,0,0,0,0,0,0,0
>NC_018847.1,0.198705787,0.34134029,0.297160862,0.162793061,0,0,0,0,0,0,0,0,0,0,0
>NC_018848.1,0.404073168,0.322849091,0.12155695,0.151520791,0,0,0,0,0,0,0,0,0,0,0
>NC_018849.1,0.199541127,0.342202589,0.29501404,0.163242244,0,0,0,0,0,0,0,0,0,0,0
>NC_018851.1,0.198705787,0.34127253,0.295602385,0.164419298,0,0,0,0,0,0,0,0,0,0,0
>NC_018852.1,0.197180235,0.340439233,0.297363248,0.165017285,0,0,0,0,0,0,0,0,0,0,0
>NC_018853.1,0.311508623,0.334980481,0.174507091,0.179003805,0,0,0,0,0,0,0,0,0,0,0
>NC_018854.1,0.215031136,0.21226827,0.281282657,0.291417937,0,0,0,0,0,0,0,0,0,0,0
>NC_018855.1,0.180588562,0.195290793,0.305324017,0.318796628,0,0,0,0,0,0,0,0,0,0,0
>NC_018856.1,0.174068926,0.207375846,0.28106286,0.337492368,0,0,0,0,0,0,0,0,0,0,0
>NC_018857.1,0.20963962,0.17787183,0.33314172,0.27934683,0,0,0,0,0,0,0,0,0,0,0
>NC_018859.1,0.216232296,0.207967406,0.289245295,0.286555002,0,0,0,0,0,0,0,0,0,0,0
>NC_018860.1,0.214936994,0.183651777,0.334014189,0.267397039,0,0,0,0,0,0,0,0,0,0,0
>NC_018861.1,0.151064594,0.110202737,0.398885994,0.339846674,0,0,0,0,0,0,0,0,0,0,0
>NC_018863.1,0.20490049,0.172199808,0.344436518,0.278463185,0,0,0,0,0,0,0,0,0,0,0
>JX871397.1,0.2531961,0.268125677,0.230855905,0.247822319,0,0,0,0,0,0,0,0,0,0,0
>JX889246.1,0.332744101,0.323111146,0.165905299,0.178239453,0,0,0,0,0,0,0,0,0,0,0
>JX681814.1,0.330446104,0.317772405,0.163535882,0.188245609,0,0,0,0,0,0,0,0,0,0,0
>JX976549.1,0.208748426,0.166220085,0.317393794,0.307637696,0,0,0,0,0,0,0,0,0,0,0
>HE983844.1,0.262046669,0.25795597,0.243990411,0.23600695,0,0,0,0,0,0,0,0,0,0,0
>JX875065.1,0.167560625,0.136647912,0.372966701,0.322824762,0,0,0,0,0,0,0,0,0,0,0
>JX913857.1,0.210360193,0.238952841,0.299851467,0.250835499,0,0,0,0,0,0,0,0,0,0,0
>NC_019398.1,0.221697822,0.223527299,0.278125403,0.276649476,0,0,0,0,0,0,0,0,0,0,0
>NC_019399.1,0.186545676,0.165828335,0.327439126,0.320186862,0,0,0,0,0,0,0,0,0,0,0
>NC_019400.1,0.241631743,0.221346492,0.26855482,0.268466946,0,0,0,0,0,0,0,0,0,0,0
>NC_019401.1,0.162796274,0.192715725,0.305155536,0.339332465,0,0,0,0,0,0,0,0,0,0,0
>NC_019402.1,0.227297047,0.214913025,0.278255536,0.279534392,0,0,0,0,0,0,0,0,0,0,0
>NC_019403.1,0.20207633,0.250737463,0.264114701,0.283071505,0,0,0,0,0,0,0,0,0,0,0
>NC_019404.1,0.202544839,0.232574803,0.267750901,0.297129457,0,0,0,0,0,0,0,0,0,0,0
>NC_019414.1,0.343521764,0.326095044,0.160482466,0.169900726,0,0,0,0,0,0,0,0,0,0,0
>NC_019416.1,0.260509438,0.276010698,0.22096435,0.242515514,0,0,0,0,0,0,0,0,0,0,0
>NC_019418.1,0.220079395,0.174105466,0.330910359,0.27490478,0,0,0,0,0,0,0,0,0,0,0
>NC_019423.1,0.214703045,0.216687336,0.28836985,0.280239768,0,0,0,0,0,0,0,0,0,0,0
>AB720064.1,0.33005144,0.340129879,0.159323139,0.170495543,0,0,0,0,0,0,0,0,0,0,0
>NC_017674.1,0.278642022,0.277570728,0.223704263,0.220082988,0,0,0,0,0,0,0,0,0,0,0
>NC_019442.1,0.228987327,0.273978488,0.245212564,0.251821622,0,0,0,0,0,0,0,0,0,0,0
>NC_019445.1,0.221284387,0.2492408,0.262013219,0.267416935,0,4.47E-05,0,0,0,0,0,0,0,0,0
>NC_019446.1,0.236050355,0.245892875,0.264775931,0.25328084,0,0,0,0,0,0,0,0,0,0,0
>NC_019447.1,0.237576138,0.244242282,0.265234099,0.252947481,0,0,0,0,0,0,0,0,0,0,0
>NC_019448.1,0.1357524,0.166530764,0.322468277,0.375248559,0,0,0,0,0,0,0,0,0,0,0
>NC_019449.1,0.181841023,0.238340504,0.254640244,0.325178229,0,0,0,0,0,0,0,0,0,0,0
>NC_019450.1,0.243170603,0.249438275,0.242998592,0.26439253,0,0,0,0,0,0,0,0,0,0,0
>NC_019451.1,0.279009619,0.276483756,0.223470869,0.221035755,0,0,0,0,0,0,0,0,0,0,0
>NC_019452.1,0.22448732,0.22084174,0.281641852,0.273029088,0,0,0,0,0,0,0,0,0,0,0
>NC_019454.1,0.256656041,0.283257756,0.218358551,0.241727652,0,0,0,0,0,0,0,0,0,0,0
>NC_019455.1,0.169551291,0.249172297,0.280369304,0.300907109,0,0,0,0,0,0,0,0,0,0,0
>NC_019456.1,0.203184108,0.23927336,0.250541136,0.307001396,0,0,0,0,0,0,0,0,0,0,0
>NC_019457.1,0.219252899,0.234896161,0.26571069,0.28014025,0,0,0,0,0,0,0,0,0,0,0
>NC_019485.1,0.183767773,0.184986459,0.30788761,0.323358158,0,0,0,0,0,0,0,0,0,0,0
>NC_019488.1,0.239792479,0.27042237,0.240026966,0.249758185,0,0,0,0,0,0,0,0,0,0,0
>NC_019490.1,0.186766405,0.160635732,0.371505605,0.281092258,0,0,0,0,0,0,0,0,0,0,0
>NC_019496.1,0.110493008,0.19212514,0.294528937,0.402852914,0,0,0,0,0,0,0,0,0,0,0
>NC_019500.1,0.191341497,0.203586686,0.298817131,0.306230885,0,0,5.95E-06,0,0,5.95E-06,1.19E-05,0,0,0,0
>NC_019501.1,0.233440952,0.241512385,0.254048328,0.270998335,0,0,0,0,0,0,0,0,0,0,0
>NC_019502.1,0.142586879,0.206053918,0.288867368,0.362491836,0,0,0,0,0,0,0,0,0,0,0
>NC_019503.1,0.188920054,0.167826834,0.325587541,0.317665572,0,0,0,0,0,0,0,0,0,0,0
>NC_019504.1,0.208314936,0.233976793,0.274014941,0.283693329,0,0,0,0,0,0,0,0,0,0,0
>NC_019505.1,0.18777185,0.166216086,0.326081994,0.31993007,0,0,0,0,0,0,0,0,0,0,0
>NC_019506.1,0.113073652,0.190560672,0.293146182,0.403141225,0,0,0,2.61E-05,5.22E-05,0,0,0,0,0,0
>NC_019508.1,0.11206244,0.193218304,0.293168707,0.401550549,0,0,0,0,0,0,0,0,0,0,0
>NC_019509.1,0.261951299,0.238964899,0.263641176,0.235442626,0,0,0,0,0,0,0,0,0,0,0
>NC_019510.1,0.245226821,0.274145919,0.229188941,0.251438318,0,0,0,0,0,0,0,0,0,0,0
>NC_019511.1,0.167965025,0.132410545,0.381688013,0.317936417,0,0,0,0,0,0,0,0,0,0,0
>NC_019512.1,0.158071248,0.197086004,0.25551498,0.389327769,0,0,0,0,0,0,0,0,0,0,0
>NC_019513.1,0.195951879,0.138193713,0.373046189,0.292808219,0,0,0,0,0,0,0,0,0,0,0
>NC_019514.1,0.262250733,0.258648167,0.238974675,0.240126425,0,0,0,0,0,0,0,0,0,0,0
>NC_019515.1,0.221027505,0.159400676,0.361907096,0.257664724,0,0,0,0,0,0,0,0,0,0,0
>NC_019517.1,0.223531731,0.21345484,0.289235982,0.273777447,0,0,0,0,0,0,0,0,0,0,0
>NC_019518.1,0.220366416,0.235180398,0.266606721,0.277846465,0,0,0,0,0,0,0,0,0,0,0
>NC_019522.1,0.235955752,0.266087423,0.243179098,0.254777727,0,0,0,0,0,0,0,0,0,0,0
>NC_019523.1,0.103229558,0.174797822,0.315291506,0.406681114,0,0,0,0,0,0,0,0,0,0,0
>NC_019525.1,0.21490938,0.228028399,0.261344093,0.295718129,0,0,0,0,0,0,0,0,0,0,0
>NC_019527.1,0.270671167,0.283575578,0.213244242,0.232509012,0,0,0,0,0,0,0,0,0,0,0
>NC_019528.1,0.296858462,0.272322717,0.240137593,0.190681228,0,0,0,0,0,0,0,0,0,0,0
>NC_019529.1,0.192599501,0.204473302,0.287302925,0.315624271,0,0,0,0,0,0,0,0,0,0,0
>NC_019530.1,0.227220585,0.219634313,0.281541338,0.271603765,0,0,0,0,0,0,0,0,0,0,0
>NC_019538.1,0.210008501,0.178201715,0.311262908,0.300526877,0,0,0,0,0,0,0,0,0,0,0
>NC_019539.1,0.25212899,0.245759713,0.250454106,0.251657191,0,0,0,0,0,0,0,0,0,0,0
>NC_019541.1,0.178114805,0.212415131,0.29373512,0.315734944,0,0,0,0,0,0,0,0,0,0,0
>NC_019543.1,0.211514759,0.200751964,0.301420515,0.286312762,0,0,0,0,0,0,0,0,0,0,0
>NC_019545.1,0.235434484,0.260690529,0.241220568,0.262654419,0,0,0,0,0,0,0,0,0,0,0
>NC_019548.1,0.281147091,0.339324918,0.190038419,0.189215148,0,0,0,0,0,0.000137212,0.000137212,0,0,0,0
>NC_019549.1,0.216190571,0.195765082,0.30560827,0.282436077,0,0,0,0,0,0,0,0,0,0,0
>NC_019550.1,0.209811011,0.183962869,0.307998051,0.298228069,0,0,0,0,0,0,0,0,0,0,0
>JX878496.1,0.259424459,0.260412839,0.234049698,0.246113005,0,0,0,0,0,0,0,0,0,0,0
>KC013021.1,0.178004408,0.188277485,0.311255557,0.32246255,0,0,0,0,0,0,0,0,0,0,0
>KC013022.1,0.177668959,0.190116627,0.312948565,0.319265849,0,0,0,0,0,0,0,0,0,0,0
>KC013023.1,0.175526774,0.190450416,0.311231394,0.322791417,0,0,0,0,0,0,0,0,0,0,0
>KC013024.1,0.175058275,0.18958819,0.315734266,0.31961927,0,0,0,0,0,0,0,0,0,0,0
>KC013025.1,0.177881034,0.188486504,0.314439755,0.319192707,0,0,0,0,0,0,0,0,0,0,0
>NC_019705.1,0.242498516,0.258262597,0.238602647,0.260636239,0,0,0,0,0,0,0,0,0,0,0
>NC_019706.1,0.247545582,0.260355306,0.240719963,0.251379149,0,0,0,0,0,0,0,0,0,0,0
>NC_019707.1,0.241409692,0.238179148,0.280176211,0.240234949,0,0,0,0,0,0,0,0,0,0,0
>NC_019708.1,0.240563905,0.259582391,0.240696901,0.259156803,0,0,0,0,0,0,0,0,0,0,0
>NC_019709.1,0.239107946,0.253999567,0.242548175,0.264344312,0,0,0,0,0,0,0,0,0,0,0
>NC_019710.1,0.243281749,0.255833947,0.240506018,0.260378285,0,0,0,0,0,0,0,0,0,0,0
>NC_019711.1,0.23314583,0.263238031,0.250126882,0.253489257,0,0,0,0,0,0,0,0,0,0,0
>NC_019713.1,0.235450978,0.26158398,0.229635179,0.273329862,0,0,0,0,0,0,0,0,0,0,0
>NC_019714.1,0.241454415,0.259570543,0.239045764,0.259929278,0,0,0,0,0,0,0,0,0,0,0
>NC_019715.1,0.240739805,0.255116479,0.240866138,0.263277578,0,0,0,0,0,0,0,0,0,0,0
>NC_019716.1,0.231723208,0.277016401,0.243068973,0.248146484,0,4.49E-05,0,0,0,0,0,0,0,0,0
>NC_019717.1,0.249261562,0.270290526,0.234140105,0.246307808,0,0,0,0,0,0,0,0,0,0,0
>NC_019718.1,0.205217771,0.236917367,0.267503548,0.290361314,0,0,0,0,0,0,0,0,0,0,0
>NC_019719.1,0.243185321,0.253347139,0.246701021,0.256766519,0,0,0,0,0,0,0,0,0,0,0
>NC_019720.1,0.249161378,0.260607434,0.240435177,0.249796011,0,0,0,0,0,0,0,0,0,0,0
>NC_019721.1,0.251692523,0.265082815,0.235029604,0.248195059,0,0,0,0,0,0,0,0,0,0,0
>NC_019722.1,0.237188943,0.276172281,0.248966168,0.237672608,0,0,0,0,0,0,0,0,0,0,0
>NC_019723.1,0.235379061,0.265151837,0.245551072,0.253918029,0,0,0,0,0,0,0,0,0,0,0
>NC_019724.1,0.266820603,0.278022908,0.222514346,0.232642144,0,0,0,0,0,0,0,0,0,0,0
>NC_019726.1,0.168490369,0.135219549,0.374933021,0.32135706,0,0,0,0,0,0,0,0,0,0,0
>NC_019767.1,0.240667414,0.257302951,0.240966256,0.261063379,0,0,0,0,0,0,0,0,0,0,0
>NC_019768.1,0.242813736,0.250602875,0.244646474,0.261936915,0,0,0,0,0,0,0,0,0,0,0
>NC_019769.1,0.247459193,0.261677446,0.23780926,0.253054101,0,0,0,0,0,0,0,0,0,0,0
>NC_019781.1,0.245172428,0.261833072,0.234212534,0.258781966,0,0,0,0,0,0,0,0,0,0,0
>NC_019813.1,0.261639791,0.258301158,0.244287985,0.235771065,0,0,0,0,0,0,0,0,0,0,0
>AF338467.2,0.272844135,0.260010712,0.220931976,0.246213176,0,0,0,0,0,0,0,0,0,0,0
>NC_019909.1,0.180120728,0.165317015,0.331522608,0.323039648,0,0,0,0,0,0,0,0,0,0,0
>NC_019912.1,0.158886602,0.218997076,0.265190079,0.356926243,0,0,0,0,0,0,0,0,0,0,0
>NC_019913.1,0.243733304,0.249882789,0.241847026,0.264536881,0,0,0,0,0,0,0,0,0,0,0
>NC_019914.1,0.148137057,0.184023359,0.298220658,0.369618926,0,0,0,0,0,0,0,0,0,0,0
>NC_019915.1,0.148544615,0.192120634,0.288413129,0.370921622,0,0,0,0,0,0,0,0,0,0,0
>NC_019916.1,0.221356771,0.254618178,0.235829693,0.288195358,0,0,0,0,0,0,0,0,0,0,0
>NC_019917.1,0.324930105,0.330124539,0.152274749,0.192670606,0,0,0,0,0,0,0,0,0,0,0
>NC_019918.1,0.24378887,0.248984123,0.242021191,0.265184259,0,1.08E-05,1.08E-05,0,0,0,0,0,0,0,0
>NC_019924.1,0.152200861,0.201617817,0.251539027,0.394642294,0,0,0,0,0,0,0,0,0,0,0
>NC_019927.1,0.256915419,0.259015774,0.228056542,0.256012266,0,0,0,0,0,0,0,0,0,0,0
>NC_019928.1,0.161243563,0.196452413,0.253518978,0.388785047,0,0,0,0,0,0,0,0,0,0,0
>NC_019929.1,0.250355894,0.262542687,0.239033121,0.248068299,0,0,0,0,0,0,0,0,0,0,0
>NC_019931.1,0.162085523,0.19732315,0.252259065,0.388332262,0,0,0,0,0,0,0,0,0,0,0
>NC_019932.1,0.285516168,0.272595048,0.234508186,0.207380598,0,0,0,0,0,0,0,0,0,0,0
>NC_019934.1,0.275428073,0.255203527,0.241105301,0.228263099,0,0,0,0,0,0,0,0,0,0,0
>NC_019935.1,0.279059616,0.277173235,0.222670866,0.221096283,0,0,0,0,0,0,0,0,0,0,0
>JX000007.1,0.226006441,0.257595276,0.245464305,0.270665593,0,0.000268384,0,0,0,0,0,0,0,0,0
>NC_019704.1,0.246828169,0.267492958,0.235402817,0.250276056,0,0,0,0,0,0,0,0,0,0,0
>NC_019521.1,0.148683515,0.164446693,0.318504641,0.368365151,0,0,0,0,0,0,0,0,0,0,0
>JX649096.1,0.328871726,0.336275478,0.167440915,0.167411881,0,0,0,0,0,0,0,0,0,0,0
>JX649098.1,0.328789256,0.336824339,0.166731582,0.167654823,0,0,0,0,0,0,0,0,0,0,0
>JX649099.1,0.328715958,0.336141992,0.166799012,0.168343039,0,0,0,0,0,0,0,0,0,0,0
>JX649100.1,0.32890727,0.33632274,0.167392251,0.167377739,0,0,0,0,0,0,0,0,0,0,0
>KC117376.1,0.296423308,0.306959301,0.20552483,0.191092562,0,0,0,0,0,0,0,0,0,0,0
>KC117377.1,0.287854651,0.294852373,0.208152933,0.209140042,0,0,0,0,0,0,0,0,0,0,0
>KC117378.1,0.286868185,0.316101774,0.167790239,0.229239802,0,0,0,0,0,0,0,0,0,0,0
>KC237308.1,0.264840183,0.189041096,0.270684932,0.27543379,0,0,0,0,0,0,0,0,0,0,0
>KC262634.1,0.29984679,0.326428681,0.181951892,0.191772637,0,0,0,0,0,0,0,0,0,0,0
>KC295538.1,0.184129866,0.15674508,0.345933648,0.313191406,0,0,0,0,0,0,0,0,0,0,0
>KC311669.1,0.219881353,0.171877505,0.315728716,0.292512426,0,0,0,0,0,0,0,0,0,0,0
>KC333879.1,0.236232187,0.205662877,0.287119046,0.265639166,0.000325453,0.000255713,0.000813632,0.000720645,0.000418439,0.000650905,0.000488179,0.000929865,0.000185973,0.00020922,0.000348699
>JX483873.1,0.308673235,0.283100083,0.188633643,0.219593039,0,0,0,0,0,0,0,0,0,0,0
>JX483874.1,0.224497698,0.269005722,0.244417674,0.262078905,0,0,0,0,0,0,0,0,0,0,0
>JX483875.1,0.224233316,0.269188883,0.244663704,0.261914097,0,0,0,0,0,0,0,0,0,0,0
>JX483876.1,0.275227281,0.28899619,0.214964729,0.2208118,0,0,0,0,0,0,0,0,0,0,0
>JX483877.1,0.275968746,0.288462301,0.214492524,0.221076429,0,0,0,0,0,0,0,0,0,0,0
>JX483878.1,0.275125184,0.289160663,0.215595391,0.220118762,0,0,0,0,0,0,0,0,0,0,0
>JX483879.1,0.223595222,0.270753571,0.244641097,0.26101011,0,0,0,0,0,0,0,0,0,0,0
>JX483880.1,0.224468039,0.268569688,0.245202559,0.261759715,0,0,0,0,0,0,0,0,0,0,0
>JX483881.1,0.310199753,0.29303211,0.181472853,0.215295283,0,0,0,0,0,0,0,0,0,0,0
>KC252997.1,0.341015959,0.335387575,0.158449701,0.165146765,0,0,0,0,0,0,0,0,0,0,0
>NC_020197.1,0.175547077,0.212647459,0.27252993,0.339275534,0,0,0,0,0,0,0,0,0,0,0
>NC_020201.1,0.263401921,0.23796444,0.25217599,0.24645765,0,0,0,0,0,0,0,0,0,0,0
>NC_020204.1,0.245134593,0.24021797,0.258204613,0.256442824,0,0,0,0,0,0,0,0,0,0,0
>NC_020205.1,0.33005144,0.340129879,0.159323139,0.170495543,0,0,0,0,0,0,0,0,0,0,0
>NC_019925.1,0.246458961,0.24632775,0.258300695,0.248912594,0,0,0,0,0,0,0,0,0,0,0
>NC_020078.1,0.264618624,0.292779213,0.202531343,0.24007082,0,0,0,0,0,0,0,0,0,0,0
>NC_020079.1,0.198643535,0.192835918,0.300980797,0.30753975,0,0,0,0,0,0,0,0,0,0,0
>NC_020080.1,0.209158721,0.209015383,0.290190525,0.291635371,0,0,0,0,0,0,0,0,0,0,0
>KC522412.1,0.169620748,0.178743647,0.326925583,0.324710022,0,0,0,0,0,0,0,0,0,0,0
>KC330681.1,0.196770795,0.222235728,0.255641992,0.325351485,0,0,0,0,0,0,0,0,0,0,0
>KC330682.1,0.197102562,0.225834478,0.256708155,0.320354805,0,0,0,0,0,0,0,0,0,0,0
>KC413987.1,0.234030002,0.181583235,0.317883027,0.266503736,0,0,0,0,0,0,0,0,0,0,0
>KC413988.1,0.223703133,0.175731895,0.327940421,0.272624551,0,0,0,0,0,0,0,0,0,0,0
>KC348598.1,0.235201098,0.181972789,0.311254326,0.271571787,0,0,0,0,0,0,0,0,0,0,0
>KC348599.1,0.22607311,0.179870267,0.318900311,0.275156312,0,0,0,0,0,0,0,0,0,0,0
>KC348600.1,0.229948883,0.178598303,0.305404915,0.2860479,0,0,0,0,0,0,0,0,0,0,0
>KC348601.1,0.233641497,0.179805137,0.313828609,0.272724756,0,0,0,0,0,0,0,0,0,0,0
>KC348602.1,0.233712573,0.181424041,0.313876684,0.270986702,0,0,0,0,0,0,0,0,0,0,0
>KC348603.1,0.225741901,0.18251856,0.316991175,0.274748364,0,0,0,0,0,0,0,0,0,0,0
>KC348604.1,0.18330365,0.234670511,0.26644616,0.315579679,0,0,0,0,0,0,0,0,0,0,0
>KC139514.1,0.277104405,0.288422636,0.211117613,0.223355346,0,0,0,0,0,0,0,0,0,0,0
>KC139515.1,0.288193096,0.27715419,0.225082285,0.209570428,0,0,0,0,0,0,0,0,0,0,0
>KC139524.1,0.233405757,0.218389622,0.285306558,0.262898063,0,0,0,0,0,0,0,0,0,0,0
>KC139565.1,0.206282232,0.214252227,0.285513361,0.29395218,0,0,0,0,0,0,0,0,0,0,0
>KC139638.1,0.187129022,0.204984019,0.293898541,0.313988417,0,0,0,0,0,0,0,0,0,0,0
>KC139653.1,0.263413319,0.284712861,0.208411971,0.24346185,0,0,0,0,0,0,0,0,0,0,0
>HQ634152.1,0.212547035,0.179319288,0.330342907,0.277790769,0,0,0,0,0,0,0,0,0,0,0
>JX564242.1,0.158651064,0.203497717,0.279945991,0.357905227,0,0,0,0,0,0,0,0,0,0,0
>JX174275.1,0.138268763,0.193645761,0.291825921,0.376259555,0,0,0,0,0,0,0,0,0,0,0
>NC_020416.1,0.192889821,0.175875822,0.320788161,0.310446196,0,0,0,0,0,0,0,0,0,0,0
>HQ316583.1,0.184178424,0.209747211,0.290419637,0.315654728,0,0,0,0,0,0,0,0,0,0,0
>HQ316603.1,0.209866863,0.184166082,0.315537814,0.290429242,0,0,0,0,0,0,0,0,0,0,0
>HQ317388.1,0.211663548,0.217633431,0.279760314,0.290942707,0,0,0,0,0,0,0,0,0,0,0
>HQ317389.1,0.235348146,0.2380817,0.26920049,0.257369664,0,0,0,0,0,0,0,0,0,0,0
>AB711120.1,0.178014589,0.234836122,0.240478952,0.346670337,0,0,0,0,0,0,0,0,0,0,0
>NC_020477.1,0.196894335,0.225180962,0.257005944,0.320918759,0,0,0,0,0,0,0,0,0,0,0
>NC_020478.1,0.196735622,0.222335005,0.255587811,0.325341562,0,0,0,0,0,0,0,0,0,0,0
>NC_020479.1,0.196337886,0.221871523,0.256125443,0.325665149,0,0,0,0,0,0,0,0,0,0,0
>NC_020480.1,0.195450649,0.221446941,0.257750045,0.325352365,0,0,0,0,0,0,0,0,0,0,0
>NC_020481.1,0.146308609,0.173363522,0.311045512,0.369253697,0,0,0,0,2.87E-05,0,0,0,0,0,0
>NC_020482.1,0.1401518,0.179429373,0.293554771,0.386864057,0,0,0,0,0,0,0,0,0,0,0
>NC_020483.1,0.149985743,0.19047619,0.280961886,0.378576181,0,0,0,0,0,0,0,0,0,0,0
>NC_020484.1,0.147653513,0.186829527,0.286433014,0.379083947,0,0,0,0,0,0,0,0,0,0,0
>NC_020488.1,0.271573342,0.219559485,0.275580373,0.2332868,0,0,0,0,0,0,0,0,0,0,0
>HQ317290.1,0.199310266,0.222362196,0.283891011,0.294436527,0,0,0,0,0,0,0,0,0,0,0
>HQ317291.1,0.199311363,0.222302031,0.284039927,0.294346679,0,0,0,0,0,0,0,0,0,0,0
>HQ317292.1,0.199264664,0.222288092,0.283925212,0.294522032,0,0,0,0,0,0,0,0,0,0,0
>HQ317391.1,0.180043198,0.211226238,0.286852196,0.321878368,0,0,0,0,0,0,0,0,0,0,0
>HQ317392.1,0.161994748,0.177278542,0.331867047,0.328859663,0,0,0,0,0,0,0,0,0,0,0
>JF974287.1,0.211863504,0.227103182,0.274207643,0.286825671,0,0,0,0,0,0,0,0,0,0,0
>NC_020489.1,0.300698955,0.350416162,0.179727827,0.169107659,0,4.94E-05,0,0,0,0,0,0,0,0,0
>KC579452.1,0.203975891,0.238595749,0.264417892,0.289859363,0,0.003151105,0,0,0,0,0,0,0,0,0
>HQ634174.1,0.203583881,0.174060792,0.34039132,0.281964006,0,0,0,0,0,0,0,0,0,0,0
>HQ634175.1,0.212814103,0.189130472,0.313880064,0.284175362,0,0,0,0,0,0,0,0,0,0,0
>HQ634176.1,0.201208392,0.16626014,0.343804196,0.288727273,0,0,0,0,0,0,0,0,0,0,0
>HQ634177.1,0.222662148,0.207592431,0.298243045,0.271502376,0,0,0,0,0,0,0,0,0,0,0
>JF974286.1,0.169906332,0.201659405,0.292222193,0.33621207,0,0,0,0,0,0,0,0,0,0,0
>HQ332143.1,0.269398266,0.270988753,0.211156133,0.248456849,0,0,0,0,0,0,0,0,0,0,0
>HQ632859.1,0.275378349,0.274377612,0.226078865,0.224165174,0,0,0,0,0,0,0,0,0,0,0
>HQ633071.1,0.201137462,0.159134068,0.33396953,0.305758941,0,0,0,0,0,0,0,0,0,0,0
>HQ634153.1,0.278166851,0.286054798,0.209755498,0.226022853,0,0,0,0,0,0,0,0,0,0,0
>HQ634157.1,0.171251404,0.184040685,0.32171726,0.322982742,0,7.91E-06,0,0,0,0,0,0,0,0,0
>HQ634189.1,0.212217642,0.18725777,0.307482369,0.293042219,0,0,0,0,0,0,0,0,0,0,0
>HQ634190.1,0.194765257,0.217943461,0.287979225,0.299312057,0,0,0,0,0,0,0,0,0,0,0
>HQ634191.1,0.216518071,0.189550713,0.301750958,0.292180257,0,0,0,0,0,0,0,0,0,0,0
>HQ634192.1,0.175721111,0.126286119,0.383636272,0.314356498,0,0,0,0,0,0,0,0,0,0,0
>HQ634193.1,0.213172153,0.179987221,0.323818034,0.283022593,0,0,0,0,0,0,0,0,0,0,0
>JF974292.1,0.218674297,0.192282476,0.304017113,0.285020558,0,5.56E-06,0,0,0,0,0,0,0,0,0
>JF974295.1,0.202411587,0.238144254,0.264367816,0.295076342,0,0,0,0,0,0,0,0,0,0,0
>JF974296.1,0.191843962,0.194734512,0.301528606,0.311892919,0,0,0,0,0,0,0,0,0,0,0
>HQ634187.1,0.243519111,0.247159231,0.249151459,0.2601702,0,0,0,0,0,0,0,0,0,0,0
>HQ634188.1,0.237808878,0.235731467,0.257139733,0.269319921,0,0,0,0,0,0,0,0,0,0,0
>JF974293.1,0.215139976,0.191232299,0.301710686,0.291917039,0,0,0,0,0,0,0,0,0,0,0
>JF974307.1,0.311128234,0.310059407,0.181253262,0.197559096,0,0,0,0,0,0,0,0,0,0,0
>JF974308.1,0.310565284,0.312157279,0.196977737,0.180299699,0,0,0,0,0,0,0,0,0,0,0
>KC182543.1,0.170342257,0.179437207,0.322665573,0.327554963,0,0,0,0,0,0,0,0,0,0,0
>KC182548.1,0.169405118,0.172067801,0.336537213,0.321924925,0,0,3.25E-05,0,0,0,0,3.25E-05,0,0,0
>KC182549.1,0.169374228,0.17207096,0.336734031,0.321820781,0,0,0,0,0,0,0,0,0,0,0
>KC182550.1,0.170601725,0.172636543,0.33723071,0.319531023,0,0,0,0,0,0,0,0,0,0,0
>JX570703.1,0.200013558,0.339931532,0.29630885,0.16374606,0,0,0,0,0,0,0,0,0,0,0
>JX570707.1,0.198906659,0.339309361,0.297035754,0.164748226,0,0,0,0,0,0,0,0,0,0,0
>JX570708.1,0.198927104,0.339252368,0.297049537,0.164770991,0,0,0,0,0,0,0,0,0,0,0
>JX570711.1,0.199952562,0.339963405,0.296523448,0.163560586,0,0,0,0,0,0,0,0,0,0,0
>KC576784.1,0.327993563,0.33699071,0.167478604,0.167537122,0,0,0,0,0,0,0,0,0,0,0
>NC_020835.1,0.213460116,0.178848389,0.331304807,0.276386688,0,0,0,0,0,0,0,0,0,0,0
